No.,Site,Site name,Longitude (°E),Latitude (°N),Elevation (m),Pinus松属,Pinus Diploxylon松属(双维管束),Pinus Haploxylon松属(单维管束),Pinus + Picea松属+云衫属,Pinus + Picea + Abies松属+云杉属+冷杉属,Pinus koraiensis红松,Pinus pumila偃松,Pinus sylvestris var mongolica樟子松
155,北仑河口 *B-0,Beilun Estuary *B-0,108.087 ,21.542 ,0 ,19.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
156,北仑河口 A-0,Beilun Estuary A-0,108.072 ,21.535 ,0 ,19.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
157,北仑河口 A-1,Beilun Estuary A-1,108.072 ,21.518 ,0 ,65.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
158,北仑河口 A-2,Beilun Estuary A-2,108.072 ,21.523 ,0 ,42.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
159,北仑河口 A-3,Beilun Estuary A-3,108.072 ,21.529 ,0 ,20.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
160,北仑河口 A-4,Beilun Estuary A-4,108.072 ,21.534 ,0 ,25.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
161,北仑河口 B-0,Beilun Estuary B-0,108.087 ,21.542 ,0 ,8.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
162,北仑河口 B-1,Beilun Estuary B-1,108.090 ,21.541 ,0 ,39.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
163,北仑河口 B-2,Beilun Estuary B-2,108.090 ,21.541 ,0 ,24.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
164,北仑河口 B-3,Beilun Estuary B-3,108.088 ,21.541 ,0 ,26.59 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
165,北仑河口 B-4,Beilun Estuary B-4,108.087 ,21.542 ,0 ,21.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
166,北仑河口 C-0,Beilun Estuary C-0,108.120 ,21.531 ,0 ,1.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
167,北仑河口 C-1,Beilun Estuary C-1,108.120 ,21.548 ,0 ,8.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
168,北仑河口 C-2,Beilun Estuary C-2,108.120 ,21.531 ,0 ,21.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
169,北仑河口 C-3,Beilun Estuary C-3,108.120 ,21.530 ,0 ,36.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
170,北仑河口 C-4,Beilun Estuary C-4,108.121 ,21.528 ,0 ,46.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
171,北仑河口 D-2,Beilun Estuary D-2,108.119 ,21.517 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
172,北仑河口 D-3,Beilun Estuary D-3,108.119 ,21.514 ,0 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
173,北苏湖,Beisu Lake,120.700 ,45.500 ,322 ,0.00 ,18.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
174,不冻泉 1,Bodongquan 1,93.870 ,35.520 ,4672 ,0.00 ,0.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
175,不冻泉 2,Bodongquan 2,93.870 ,35.520 ,4662 ,0.00 ,0.98 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
176,博尔塔拉河盆地 01,Bortala River Basin 01,79.887 ,44.911 ,3235 ,1.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
177,博尔塔拉河盆地 02,Bortala River Basin 02,79.899 ,44.907 ,3134 ,2.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
178,博尔塔拉河盆地 03,Bortala River Basin 03,79.918 ,44.910 ,3028 ,0.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
179,博尔塔拉河盆地 04,Bortala River Basin 04,79.949 ,44.911 ,2929 ,1.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
180,博尔塔拉河盆地 05,Bortala River Basin 05,80.906 ,44.870 ,2714 ,0.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
181,博尔塔拉河盆地 06,Bortala River Basin 06,80.906 ,44.877 ,2607 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
182,博尔塔拉河盆地 07,Bortala River Basin 07,80.905 ,44.882 ,2498 ,1.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
183,博尔塔拉河盆地 08,Bortala River Basin 08,80.908 ,44.888 ,2402 ,8.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
184,博尔塔拉河盆地 09,Bortala River Basin 09,80.914 ,44.896 ,2314 ,1.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
185,博尔塔拉河盆地 10,Bortala River Basin 10,80.924 ,44.905 ,2210 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
186,博尔塔拉河盆地 11,Bortala River Basin 11,80.943 ,44.910 ,2103 ,0.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
187,博尔塔拉河盆地 12,Bortala River Basin 12,80.966 ,44.910 ,2004 ,0.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
188,博尔塔拉河盆地 13,Bortala River Basin 13,80.988 ,44.913 ,1908 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
189,博尔塔拉河盆地 14,Bortala River Basin 14,80.988 ,44.913 ,1908 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
190,博尔塔拉河盆地 15,Bortala River Basin 15,81.002 ,44.925 ,1809 ,0.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
191,博尔塔拉河盆地 16,Bortala River Basin 16,81.023 ,44.931 ,1701 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
192,博尔塔拉河盆地 17,Bortala River Basin 17,81.039 ,44.934 ,1601 ,1.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
193,博尔塔拉河盆地 18,Bortala River Basin 18,81.047 ,44.947 ,1500 ,0.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
194,博尔塔拉河盆地 19,Bortala River Basin 19,79.975 ,44.914 ,2826 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
195,博尔塔拉河盆地 20,Bortala River Basin 20,80.012 ,44.928 ,2730 ,0.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
196,博尔塔拉河盆地 21,Bortala River Basin 21,80.066 ,44.930 ,2633 ,1.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
197,博尔塔拉河盆地 22,Bortala River Basin 22,80.345 ,44.956 ,2212 ,1.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
198,博尔塔拉河盆地 23,Bortala River Basin 23,80.421 ,44.950 ,2106 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
199,博尔塔拉河盆地 24,Bortala River Basin 24,80.492 ,44.957 ,2013 ,1.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
200,博尔塔拉河盆地 25,Bortala River Basin 25,80.568 ,44.961 ,1910 ,0.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
201,博尔塔拉河盆地 26,Bortala River Basin 26,80.647 ,44.976 ,1813 ,0.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
202,博尔塔拉河盆地 27,Bortala River Basin 27,80.714 ,44.991 ,1720 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
203,博尔塔拉河盆地 28,Bortala River Basin 28,80.130 ,44.922 ,2521 ,0.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
204,博尔塔拉河盆地 29,Bortala River Basin 29,80.186 ,44.937 ,2414 ,1.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
205,博尔塔拉河盆地 30,Bortala River Basin 30,80.267 ,44.942 ,2311 ,0.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
206,博尔塔拉河盆地 31,Bortala River Basin 31,80.848 ,45.011 ,1610 ,0.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
207,博尔塔拉河盆地 32,Bortala River Basin 32,80.881 ,45.002 ,1517 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
208,博尔塔拉河盆地 33,Bortala River Basin 33,81.326 ,44.926 ,1259 ,0.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
209,布达拉宫,Budala Palace,91.250 ,29.670 ,3000 ,0.00 ,9.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
210,布南湖,Bunan Lake,90.830 ,35.950 ,4876 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
211,察尔汗,Caerhan,96.300 ,36.500 ,2680 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
212,柴达木 1,Caidamo 1,99.280 ,36.710 ,3100 ,0.00 ,1.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
213,柴达木 2,Caidamo 2,98.890 ,36.730 ,3150 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
214,柴达木 3,Caidamo 3,98.180 ,36.730 ,3120 ,0.00 ,1.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
215,蚕姑庙,Cangumiao,118.230 ,40.020 ,208 ,15.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
216,草滩湖村,Caotan Lake,86.021 ,44.418 ,380 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
217,澄错,Cengcuo,90.520 ,28.970 ,4421 ,0.00 ,1.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
218,中原地区(伏牛山) S01,central China S01,111.796 ,33.679 ,1785 ,45.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
219,中原地区(山东山地丘陵区) S02,central China S02,117.942 ,35.553 ,811 ,77.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
220,中原地区(伏牛山) S03,central China S03,111.795 ,33.677 ,1768 ,62.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
221,中原地区(伏牛山) S04,central China S04,111.791 ,33.674 ,1635 ,68.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
222,中原地区(伏牛山) S05,central China S05,111.775 ,33.677 ,1516 ,93.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
223,中原地区(伏牛山) S06,central China S06,111.759 ,33.708 ,1034 ,37.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
224,中原地区(山东山地丘陵区) S07,central China S07,117.944 ,35.550 ,852 ,70.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
225,中原地区(伏牛山) S08,central China S08,111.767 ,33.705 ,1285 ,86.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
226,中原地区(伏牛山) S09,central China S09,111.764 ,33.791 ,841 ,15.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
227,中原地区(伏牛山) S10,central China S10,111.931 ,33.811 ,667 ,47.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
228,中原地区(伏牛山) S11,central China S11,112.180 ,33.786 ,758 ,36.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
229,中原地区(伏牛山) S12,central China S12,112.243 ,33.781 ,856 ,31.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
230,中原地区(伏牛山) S13,central China S13,112.448 ,33.743 ,317 ,15.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
231,中原地区(山东山地丘陵区) S14,central China S14,117.946 ,35.555 ,756 ,93.49 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
232,中原地区(山东山地丘陵区) S15,central China S15,117.947 ,35.549 ,936 ,92.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
233,中原地区(山东山地丘陵区) S16,central China S16,117.951 ,35.550 ,832 ,92.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
234,中原地区(山东山地丘陵区) S17,central China S17,117.955 ,35.552 ,662 ,93.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
235,中原地区(山东山地丘陵区) S18,central China S18,117.956 ,35.554 ,556 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
236,中原地区(山东山地丘陵区) S19,central China S19,117.958 ,35.555 ,463 ,96.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
237,中原地区(山东山地丘陵区) S20,central China S20,118.391 ,35.831 ,254 ,88.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
238,中原地区(伏牛山) S21,central China S21,111.743 ,33.712 ,905 ,41.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
239,中原地区(伏牛山) S22,central China S22,111.931 ,33.811 ,676 ,27.87 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
240,中原地区(山东山地丘陵区) S23,central China S23,118.549 ,36.506 ,122 ,5.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
241,中原地区(山东山地丘陵区) S24,central China S24,116.510 ,35.335 ,30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
242,中原地区(黄河三角洲地区) S25,central China S25,118.682 ,37.897 ,6 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
243,中原地区(黄河三角洲地区) S26,central China S26,118.653 ,37.900 ,3 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
244,中原地区(黄河三角洲地区) S27,central China S27,118.408 ,37.885 ,5 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
245,中原地区(黄河三角洲地区) S28,central China S28,118.312 ,37.871 ,1 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
246,中原地区(伏牛山) S29,central China S29,112.952 ,33.740 ,122 ,6.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
247,中原地区(山东山地丘陵区) S30,central China S30,116.185 ,34.921 ,33 ,7.49 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
248,中原地区(山东山地丘陵区) S31,central China S31,116.184 ,34.922 ,33 ,24.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
249,中原地区(黄河三角洲地区) S32,central China S32,117.354 ,37.921 ,8 ,4.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
250,青藏高原中部 Av14,Central Qingzang Plateau Av14,94.980 ,35.900 ,3509 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
251,青藏高原中部 Av15,Central Qingzang Plateau Av15,94.200 ,35.720 ,4503 ,5.32 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
252,青藏高原中部 Av16,Central Qingzang Plateau Av16,94.740 ,35.610 ,4722 ,6.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
253,青藏高原中部 Av17,Central Qingzang Plateau Av17,93.050 ,35.350 ,4521 ,16.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
254,青藏高原中部 Av18,Central Qingzang Plateau Av18,93.530 ,35.030 ,4621 ,3.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
255,青藏高原中部 Av19,Central Qingzang Plateau Av19,92.060 ,34.650 ,4822 ,7.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
256,青藏高原中部 Av20,Central Qingzang Plateau Av20,92.610 ,34.290 ,4546 ,1.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
257,青藏高原中部 Av21,Central Qingzang Plateau Av21,92.750 ,33.740 ,4653 ,22.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
258,青藏高原中部 Av22,Central Qingzang Plateau Av22,91.620 ,33.260 ,4821 ,17.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
259,青藏高原中部 Av23,Central Qingzang Plateau Av23,91.370 ,32.670 ,5015 ,8.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
260,青藏高原中部 Av24,Central Qingzang Plateau Av24,91.660 ,32.220 ,4652 ,4.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
261,青藏高原中部 Av25,Central Qingzang Plateau Av25,91.260 ,31.800 ,4802 ,11.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
262,青藏高原中部 Av26,Central Qingzang Plateau Av26,91.880 ,31.420 ,4471 ,23.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
263,青藏高原中部 Av27,Central Qingzang Plateau Av27,91.450 ,31.020 ,4693 ,19.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
264,青藏高原中部 Av28,Central Qingzang Plateau Av28,91.950 ,30.850 ,4796 ,19.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
265,青藏高原中部 Av29,Central Qingzang Plateau Av29,91.270 ,30.840 ,4765 ,32.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
266,青藏高原中部 Av30,Central Qingzang Plateau Av30,91.600 ,30.740 ,4809 ,17.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
267,青藏高原中部 Av31,Central Qingzang Plateau Av31,91.850 ,30.680 ,5190 ,12.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
268,青藏高原中部 Av32,Central Qingzang Plateau Av32,91.290 ,30.540 ,4394 ,4.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
269,青藏高原中部 Av33,Central Qingzang Plateau Av33,90.280 ,30.280 ,4390 ,26.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
270,青藏高原中部 Av34,Central Qingzang Plateau Av34,90.090 ,30.000 ,4705 ,6.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
271,青藏高原中部 Av35,Central Qingzang Plateau Av35,90.220 ,29.680 ,3710 ,0.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
272,青藏高原中部 Av36,Central Qingzang Plateau Av36,90.310 ,29.380 ,3573 ,1.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
273,青藏高原中部 Av37,Central Qingzang Plateau Av37,90.240 ,29.260 ,3659 ,4.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
274,青藏高原中部 Av38,Central Qingzang Plateau Av38,90.860 ,29.340 ,3785 ,10.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
275,青藏高原中部 Av39,Central Qingzang Plateau Av39,89.280 ,29.340 ,3796 ,18.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
276,青藏高原中部 Av40,Central Qingzang Plateau Av40,89.420 ,29.320 ,3810 ,3.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
277,青藏高原中部 Av41,Central Qingzang Plateau Av41,88.580 ,29.330 ,3879 ,16.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
278,青藏高原中部 Av42,Central Qingzang Plateau Av42,88.840 ,29.160 ,3923 ,14.49 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
279,青藏高原中部 Av43,Central Qingzang Plateau Av43,88.670 ,29.220 ,3998 ,8.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
280,青藏高原中部 Av44,Central Qingzang Plateau Av44,88.360 ,29.150 ,4185 ,0.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
281,青藏高原中部 Td01,Central Qingzang Plateau Td01,101.120 ,36.420 ,3359 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
282,青藏高原中部 Td02,Central Qingzang Plateau Td02,100.160 ,36.570 ,3217 ,2.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
283,青藏高原中部 Td03,Central Qingzang Plateau Td03,100.890 ,36.630 ,3194 ,12.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
284,青藏高原中部 Td04,Central Qingzang Plateau Td04,100.860 ,36.640 ,3195 ,3.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
285,青藏高原中部 Td05,Central Qingzang Plateau Td05,99.860 ,36.780 ,3387 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
286,青藏高原中部 Td06,Central Qingzang Plateau Td06,99.370 ,36.750 ,3810 ,3.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
287,青藏高原中部 Td07,Central Qingzang Plateau Td07,99.380 ,36.680 ,3148 ,1.32 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
288,青藏高原中部 Td08,Central Qingzang Plateau Td08,99.090 ,36.710 ,3078 ,8.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
289,青藏高原中部 Td09,Central Qingzang Plateau Td09,99.530 ,36.660 ,3203 ,4.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
290,青藏高原中部 Td10,Central Qingzang Plateau Td10,97.850 ,37.350 ,3091 ,0.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
291,青藏高原中部 Td11,Central Qingzang Plateau Td11,96.160 ,37.320 ,2813 ,0.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
292,青藏高原中部 Td12,Central Qingzang Plateau Td12,95.290 ,37.460 ,3179 ,0.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
293,青藏高原中部 Td13,Central Qingzang Plateau Td13,95.330 ,36.670 ,2717 ,7.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
294,查干诺尔,Chagannuoer,113.100 ,42.930 ,1302 ,0.00 ,2.68 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
295,柴窝堡,Chaiwopu,87.800 ,43.550 ,1100 ,0.00 ,1.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
296,长白山 1,Changbai Mt 1,127.830 ,42.500 ,1270 ,13.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
297,长白山 2,Changbai Mt 2,127.830 ,42.500 ,1270 ,7.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
298,长白山 3,Changbai Mt 3,127.830 ,42.500 ,1270 ,8.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
299,长白山 4,Changbai Mt 4,127.830 ,42.500 ,1270 ,12.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
300,长白山 5,Changbai Mt 5,127.830 ,42.500 ,1270 ,22.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
301,长白山 6,Changbai Mt 6,127.830 ,42.500 ,1270 ,9.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
302,长白山_1,Changbai_Mt 1,128.130 ,42.030 ,1800 ,21.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
303,长白山_2,Changbai_Mt 2,128.130 ,42.030 ,1800 ,11.49 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
304,长白山_3,Changbai_Mt 3,128.130 ,42.030 ,1800 ,19.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
305,长白山_4,Changbai_Mt 4,128.130 ,42.030 ,1800 ,18.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
306,长兴岛,Changxingdao,121.200 ,39.600 ,40 ,0.00 ,20.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
307,长岭 1,Chanling 1,124.170 ,44.750 ,140 ,0.00 ,22.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
308,长岭 2,Chanling 2,124.170 ,44.750 ,140 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
309,潮里,Chaoli,120.100 ,36.100 ,10 ,0.00 ,6.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
310,潮州,Chaozhou,116.720 ,23.870 ,512 ,10.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
311,察素齐,Chasuqi,111.100 ,40.700 ,1328 ,0.00 ,18.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
