No.,Site,Site name,Longitude (°E),Latitude (°N),Elevation (m),Pinus松属,Pinus Diploxylon松属(双维管束),Pinus Haploxylon松属(单维管束),Pinus + Picea松属+云衫属,Pinus + Picea + Abies松属+云杉属+冷杉属,Pinus koraiensis红松,Pinus pumila偃松,Pinus sylvestris var mongolica樟子松
3423,天童山 06,Tiantongshan 06,121.676 ,29.669 ,269 ,1.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3424,天童山 07,Tiantongshan 07,121.676 ,29.669 ,297 ,5.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3425,天童山 08,Tiantongshan 08,121.676 ,29.669 ,365 ,5.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3426,天童山 09,Tiantongshan 09,121.676 ,29.669 ,400 ,13.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3427,天童山 10,Tiantongshan 10,121.676 ,29.669 ,560 ,16.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3428,青藏高原 01,Qingzang Plateau 01,77.400 ,37.900 ,2400 ,0.00 ,1.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3429,青藏高原 02-1,Qingzang Plateau 02-1,81.100 ,34.000 ,4300 ,0.00 ,1.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3430,青藏高原 03,Qingzang Plateau 03,77.100 ,37.200 ,2400 ,0.00 ,3.87 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3431,青藏高原 04,Qingzang Plateau 04,76.900 ,37.100 ,2400 ,0.00 ,4.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3432,青藏高原 05,Qingzang Plateau 05,76.900 ,37.000 ,2400 ,0.00 ,2.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3433,青藏高原 06-1,Qingzang Plateau 06-1,77.000 ,37.000 ,3600 ,0.00 ,3.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3434,青藏高原 07,Qingzang Plateau 07,77.000 ,36.900 ,3600 ,0.00 ,1.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3435,青藏高原 08,Qingzang Plateau 08,77.000 ,36.800 ,3600 ,0.00 ,0.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3436,青藏高原 09,Qingzang Plateau 09,77.000 ,36.800 ,3600 ,0.00 ,7.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3437,青藏高原 10-1,Qingzang Plateau 10-1,77.100 ,36.800 ,3600 ,0.00 ,9.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3438,青藏高原 11,Qingzang Plateau 11,77.000 ,36.700 ,3600 ,0.00 ,6.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3439,青藏高原 12,Qingzang Plateau 12,77.100 ,36.700 ,3600 ,0.00 ,0.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3440,青藏高原 13,Qingzang Plateau 13,78.400 ,36.200 ,4300 ,0.00 ,1.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3441,青藏高原 14,Qingzang Plateau 14,80.400 ,34.600 ,4300 ,0.00 ,1.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3442,青藏高原 15,Qingzang Plateau 15,80.400 ,34.700 ,4300 ,0.00 ,0.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3443,青藏高原 16,Qingzang Plateau 16,80.000 ,33.700 ,4300 ,0.00 ,1.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3444,青藏高原 17,Qingzang Plateau 17,79.800 ,33.200 ,4300 ,0.00 ,3.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3445,青藏高原 18,Qingzang Plateau 18,80.000 ,32.500 ,4300 ,0.00 ,2.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3446,青藏高原 19-1,Qingzang Plateau 19-1,80.200 ,33.100 ,4300 ,0.00 ,0.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3447,青藏高原 20,Qingzang Plateau 20,81.000 ,34.200 ,4300 ,0.00 ,4.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3448,青藏高原 21,Qingzang Plateau 21,77.200 ,37.500 ,2400 ,0.00 ,3.14 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3449,青藏高原 22,Qingzang Plateau 22,80.900 ,34.300 ,4300 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3450,青藏高原 23,Qingzang Plateau 23,80.900 ,34.500 ,4300 ,0.00 ,1.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3451,青藏高原 24,Qingzang Plateau 24,80.400 ,35.000 ,4300 ,0.00 ,1.59 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3452,青藏高原 25,Qingzang Plateau 25,79.600 ,35.400 ,4300 ,0.00 ,3.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3453,青藏高原 26,Qingzang Plateau 26,79.700 ,36.000 ,4500 ,0.00 ,7.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3454,青藏高原 27,Qingzang Plateau 27,79.200 ,36.200 ,4500 ,0.00 ,2.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3455,青藏高原 28,Qingzang Plateau 28,78.200 ,36.300 ,4500 ,0.00 ,1.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3456,青藏高原 29,Qingzang Plateau 29,77.100 ,36.600 ,4500 ,0.00 ,1.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3457,青藏高原 30,Qingzang Plateau 30,77.300 ,37.400 ,4500 ,0.00 ,0.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3458,青藏高原 31,Qingzang Plateau 31,76.000 ,39.500 ,4500 ,0.00 ,0.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3459,青藏高原 32,Qingzang Plateau 32,77.200 ,37.300 ,4500 ,0.00 ,1.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3460,青藏高原东部 Annaercuo,Qingzang Plateau East Annaercuo,101.424 ,32.336 ,4237 ,4.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3461,青藏高原东部 Anning1,Qingzang Plateau East Anning1,102.251 ,31.303 ,4457 ,10.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3462,青藏高原东部 Anning2,Qingzang Plateau East Anning2,102.255 ,31.300 ,4378 ,11.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3463,青藏高原东部 Bajiaohai,Qingzang Plateau East Bajiaohai,102.936 ,31.016 ,4490 ,16.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3464,青藏高原东部 Bawanghai,Qingzang Plateau East Bawanghai,101.842 ,29.469 ,2848 ,21.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3465,青藏高原东部 Bigutianchi,Qingzang Plateau East Bigutianchi,99.642 ,27.623 ,3809 ,56.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3466,青藏高原东部 Cibihu,Qingzang Plateau East Cibihu,99.941 ,26.166 ,2033 ,91.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3467,青藏高原东部 Dahaizi,Qingzang Plateau East Dahaizi,102.929 ,31.038 ,3820 ,6.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3468,青藏高原东部 Erhai,Qingzang Plateau East Erhai,100.138 ,25.911 ,1954 ,76.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3469,青藏高原东部 Haixihai,Qingzang Plateau East Haixihai,99.964 ,26.280 ,2128 ,54.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3470,青藏高原东部 Jianhu,Qingzang Plateau East Jianhu,99.929 ,26.487 ,2201 ,78.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3471,青藏高原东部 Jiucaihai,Qingzang Plateau East Jiucaihai,102.256 ,31.324 ,4262 ,7.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3472,青藏高原东部 Lalongcuo,Qingzang Plateau East Lalongcuo,99.752 ,31.110 ,4205 ,3.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3473,青藏高原东部 Lashihai,Qingzang Plateau East Lashihai,100.140 ,26.882 ,2436 ,62.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3474,青藏高原东部 Mohai,Qingzang Plateau East Mohai,103.347 ,28.525 ,3922 ,39.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3475,青藏高原东部 Mugecuo,Qingzang Plateau East Mugecuo,101.860 ,30.146 ,3728 ,44.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3476,青藏高原东部 Nianbaoyuze,Qingzang Plateau East Nianbaoyuze,100.997 ,33.236 ,4059 ,2.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3477,青藏高原东部 Qingrenhai,Qingzang Plateau East Qingrenhai,101.700 ,31.469 ,4237 ,10.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3478,青藏高原东部 Qisehai,Qingzang Plateau East Qisehai,101.873 ,30.183 ,3437 ,31.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3479,青藏高原东部 Shuduhu,Qingzang Plateau East Shuduhu,99.952 ,27.913 ,3611 ,47.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3480,青藏高原东部 Unknown,Qingzang Plateau East Unknown,99.866 ,31.248 ,4467 ,4.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3481,青藏高原东部 Wenbihai,Qingzang Plateau East Wenbihai,100.208 ,26.824 ,2374 ,80.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3482,青藏高原东部 Xiaoxianglin,Qingzang Plateau East Xiaoxianglin,103.349 ,28.526 ,3916 ,20.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3483,青藏高原东部 Xihu,Qingzang Plateau East Xihu,100.050 ,26.017 ,1979 ,72.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3484,青藏高原东部 Xiniuhai,Qingzang Plateau East Xiniuhai,102.965 ,31.080 ,4282 ,12.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3485,青藏高原东部 Yuhaizi,Qingzang Plateau East Yuhaizi,102.221 ,31.305 ,4244 ,13.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3486,西藏西部 F-01,Xizang F-01,77.800 ,36.400 ,3850 ,0.84 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3487,西藏西部 F-02,Xizang F-02,79.400 ,35.600 ,4880 ,0.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3488,西藏西部 F-03,Xizang F-03,79.300 ,35.800 ,5100 ,0.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3489,西藏西部 F-04,Xizang F-04,78.200 ,36.300 ,3750 ,0.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3490,西藏西部 F-05,Xizang F-05,78.700 ,36.200 ,4050 ,0.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3491,西藏西部 F-06,Xizang F-06,77.100 ,37.200 ,2500 ,0.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3492,西藏西部 F-07,Xizang F-07,77.400 ,37.700 ,1500 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3493,西藏西部 F-08,Xizang F-08,85.330 ,28.830 ,4590 ,19.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3494,西藏西部 F-09,Xizang F-09,85.330 ,28.830 ,4590 ,4.87 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3495,西藏西部 F-10,Xizang F-10,85.330 ,28.830 ,4590 ,15.58 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3496,西藏西部 F-11,Xizang F-11,85.330 ,28.830 ,4590 ,6.14 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3497,西藏西部 F-12,Xizang F-12,85.330 ,28.830 ,4590 ,16.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3498,西藏西部 F-13,Xizang F-13,85.330 ,28.830 ,4590 ,1.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3499,西藏西部 F-14,Xizang F-14,85.330 ,28.830 ,4590 ,2.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3500,西藏西部 F-15,Xizang F-15,85.330 ,28.830 ,4590 ,11.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3501,西藏西部 F-16,Xizang F-16,85.330 ,28.830 ,4590 ,23.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3502,西藏西部 F-17,Xizang F-17,85.330 ,28.830 ,4590 ,41.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3503,西藏西部 F-18,Xizang F-18,85.330 ,28.830 ,4590 ,15.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3504,青藏高原吉隆 S01,Qingzang Plateau Jilong S01,77.200 ,39.900 ,1200 ,0.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3505,青藏高原吉隆 S02,Qingzang Plateau Jilong S02,74.500 ,39.500 ,1500 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3506,青藏高原吉隆 S03,Qingzang Plateau Jilong S03,74.900 ,38.800 ,3400 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3507,青藏高原吉隆 S04,Qingzang Plateau Jilong S04,74.900 ,38.600 ,3360 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3508,青藏高原吉隆 S05,Qingzang Plateau Jilong S05,74.900 ,38.300 ,4070 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3509,青藏高原吉隆 S06,Qingzang Plateau Jilong S06,75.100 ,37.900 ,3150 ,0.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3510,青藏高原吉隆 S07,Qingzang Plateau Jilong S07,75.400 ,37.000 ,3680 ,0.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3511,青藏高原吉隆 S08,Qingzang Plateau Jilong S08,75.200 ,37.400 ,3600 ,0.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3512,青藏高原吉隆 S09,Qingzang Plateau Jilong S09,75.300 ,37.600 ,3300 ,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3513,青藏高原吉隆 S10,Qingzang Plateau Jilong S10,76.800 ,38.400 ,1340 ,0.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3514,青藏高原吉隆 S11,Qingzang Plateau Jilong S11,77.100 ,36.400 ,3800 ,0.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3515,青藏高原 02-154,Qingzang Plateauan  02-154,98.520 ,34.920 ,4276 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3516,青藏高原 CTP-02,Qingzang Plateauan  CTP-02,98.520 ,34.920 ,4276 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3517,青藏高原 CTP-03,Qingzang Plateauan  CTP-03,90.630 ,30.230 ,4607 ,0.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3518,青藏高原 CTP-04,Qingzang Plateauan  CTP-04,91.690 ,31.090 ,4745 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3519,青藏高原 CTP-05,Qingzang Plateauan  CTP-05,91.760 ,31.170 ,4650 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3520,青藏高原 CTP-06,Qingzang Plateauan  CTP-06,91.440 ,31.530 ,4570 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3521,青藏高原 CTP-07,Qingzang Plateauan  CTP-07,91.440 ,31.530 ,4575 ,0.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3522,青藏高原 CTP-08,Qingzang Plateauan  CTP-08,91.710 ,32.190 ,4898 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3523,青藏高原 CTP-09,Qingzang Plateauan  CTP-09,91.440 ,32.150 ,4616 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3524,青藏高原 CTP-11,Qingzang Plateauan  CTP-11,91.280 ,32.110 ,4671 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3525,青藏高原 CTP-12,Qingzang Plateauan  CTP-12,90.790 ,31.970 ,4646 ,5.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3526,青藏高原 CTP-13,Qingzang Plateauan  CTP-13,90.720 ,31.990 ,4726 ,0.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3527,青藏高原 CTP-14,Qingzang Plateauan  CTP-14,90.510 ,32.030 ,4681 ,1.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3528,青藏高原 CTP-15,Qingzang Plateauan  CTP-15,90.350 ,31.990 ,4637 ,1.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3529,青藏高原 CTP-16,Qingzang Plateauan  CTP-16,90.040 ,31.470 ,4673 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3530,青藏高原 CTP-17,Qingzang Plateauan  CTP-17,90.020 ,31.500 ,4685 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3531,青藏高原 CTP-19,Qingzang Plateauan  CTP-19,87.560 ,31.830 ,4478 ,1.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3532,青藏高原 CTP-20,Qingzang Plateauan  CTP-20,89.530 ,32.100 ,4724 ,1.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3533,青藏高原 CTP-21,Qingzang Plateauan  CTP-21,90.420 ,31.370 ,4626 ,0.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3534,青藏高原 CTP-25,Qingzang Plateauan  CTP-25,91.860 ,32.570 ,5133 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3535,青藏高原 CTP-26,Qingzang Plateauan  CTP-26,92.240 ,33.770 ,4650 ,0.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3536,青藏高原 CTP-27,Qingzang Plateauan  CTP-27,92.690 ,34.400 ,4560 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3537,青藏高原 CTP-28,Qingzang Plateauan  CTP-28,93.480 ,35.380 ,4497 ,0.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3538,青藏高原 CTP-29,Qingzang Plateauan  CTP-29,93.680 ,35.500 ,4529 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3539,青藏高原 CTP-30,Qingzang Plateauan  CTP-30,93.930 ,35.380 ,4500 ,1.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3540,青藏高原 CTP-31,Qingzang Plateauan  CTP-31,94.080 ,35.060 ,4497 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3541,青藏高原 CTP-32,Qingzang Plateauan  CTP-32,94.090 ,35.060 ,4540 ,0.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3542,青藏高原 CTP-33,Qingzang Plateauan  CTP-33,94.390 ,35.030 ,4369 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3543,青藏高原 CTP-34,Qingzang Plateauan  CTP-34,94.390 ,35.030 ,4367 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3544,青藏高原 CTP-35,Qingzang Plateauan  CTP-35,95.980 ,34.160 ,4701 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3545,青藏高原 CTP-36,Qingzang Plateauan  CTP-36,97.040 ,33.750 ,4552 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3546,青藏高原 CTP-37,Qingzang Plateauan  CTP-37,97.220 ,34.040 ,4544 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3547,青藏高原 CTP-38,Qingzang Plateauan  CTP-38,97.220 ,34.040 ,4544 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3548,青藏高原 CTP-39,Qingzang Plateauan  CTP-39,97.220 ,34.040 ,4545 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3549,青藏高原 CTP-40,Qingzang Plateauan  CTP-40,97.220 ,34.040 ,4537 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3550,青藏高原 DC-U-6,Qingzang Plateauan DC-U-6,98.640 ,35.280 ,4095 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3551,青藏高原 ER-U-1,Qingzang Plateauan ER-U-1,97.270 ,34.930 ,4303 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3552,青藏高原 GA,Qingzang Plateauan GA,102.330 ,34.240 ,3485 ,2.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3553,青藏高原 KU-U-5,Qingzang Plateauan KU-U-5,99.180 ,35.310 ,4150 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3554,青藏高原 MD-U-1,Qingzang Plateauan MD-U-1,98.160 ,34.880 ,4244 ,0.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3555,青藏高原 MIHA-2,Qingzang Plateauan MIHA-2,95.280 ,39.360 ,2930 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3556,青藏高原 MIHA-4,Qingzang Plateauan MIHA-4,96.380 ,38.770 ,3350 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3557,青藏高原 MIHA-8,Qingzang Plateauan MIHA-8,97.120 ,38.500 ,4300 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3558,青藏高原 MIQ-01,Qingzang Plateauan MIQ-01,96.255 ,36.970 ,2734 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3559,青藏高原 MIY-01,Qingzang Plateauan MIY-01,101.500 ,36.870 ,2961 ,0.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3560,青藏高原 MIY-02,Qingzang Plateauan MIY-02,101.030 ,36.870 ,2965 ,0.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3561,青藏高原 MIY-03,Qingzang Plateauan MIY-03,100.750 ,36.580 ,3165 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3562,青藏高原 MIY-09,Qingzang Plateauan MIY-09,98.520 ,34.920 ,4277 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3563,青藏高原 MIY-10,Qingzang Plateauan MIY-10,98.520 ,34.920 ,4269 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3564,青藏高原 MIY-11,Qingzang Plateauan MIY-11,98.510 ,34.920 ,4262 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3565,青藏高原 MIY-12,Qingzang Plateauan MIY-12,97.610 ,34.970 ,4285 ,0.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3566,青藏高原 MIY-13,Qingzang Plateauan MIY-13,97.510 ,34.870 ,4290 ,0.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3567,青藏高原 MIY-14,Qingzang Plateauan MIY-14,97.560 ,34.900 ,4283 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3568,青藏高原 MIY-15,Qingzang Plateauan MIY-15,97.560 ,34.900 ,4286 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3569,青藏高原 MIY-16,Qingzang Plateauan MIY-16,97.570 ,34.910 ,4295 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3570,青藏高原 MIY-17,Qingzang Plateauan MIY-17,97.570 ,34.920 ,4282 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3571,青藏高原 MIY-18,Qingzang Plateauan MIY-18,97.620 ,34.960 ,4282 ,0.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
